genes,tair_symbol,description,log2FoldChange,padj,uniprotswissprot,external_gene_name,external_gene_source,batchcorr,refgroup,logFC_scheible2004,Padj_scheible2004,logFC_nguyen2017,Padj_nguyen2017,notes,qPCR_gene
AT3G59940,,F-box/kelch-repeat protein SKIP20 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1Y1],0.879021348,1.07506E-06,Q9M1Y1,SKIP20,UniProtKB Gene Name,p,en2,-1.45035382262157,2.23791090423517e-06,NA,NA,,
AT2G33580,,Protein LYK5 [Source:UniProtKB/Swiss-Prot;Acc:O22808],0.880319214,0.012905303,O22808,LYK5,UniProtKB Gene Name,p,em24,0.807157185187584,0.000161973979988917,NA,NA,,
AT4G36670,,At4g36670 [Source:UniProtKB/TrEMBL;Acc:A4VCM1],0.860950065,0.020130108,Q8GXR2,PLT6,UniProtKB Gene Name,r,em2,-2.00461745617778,2.5243140743348e-08,NA,NA,,
AT5G66580,,Uncharacterized protein At5g66580 [Source:UniProtKB/TrEMBL;Acc:Q9FJY2],0.882820104,0.049263257,,,,p,em24,NA,NA,NA,NA,,
AT3G23480,,Cyclopropane-fatty-acyl-phospholipid synthase [Source:UniProtKB/TrEMBL;Acc:F4J434],0.883546037,0.025561477,,,,p,nm2,0.732058287652967,0.0112963622599245,NA,NA,,
AT1G49032,,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q8GX22],0.861551094,0.042365229,,,,p,em2,NA,NA,NA,NA,,
AT2G17780,MCA2,Protein MID1-COMPLEMENTING ACTIVITY 2 [Source:UniProtKB/Swiss-Prot;Acc:Q3EBY6],0.886470522,0.005812236,Q3EBY6,MCA2,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT5G39520,,Uncharacterized protein At5g39520 [Source:UniProtKB/TrEMBL;Acc:Q0WW43],0.861632149,0.032938816,,,,p,em2,5.7413992500471,9.89931679623061e-11,NA,NA,,
AT5G19260,,Protein FANTASTIC FOUR 3 [Source:UniProtKB/Swiss-Prot;Acc:Q6NMR8],0.887688413,1.35246E-05,Q6NMR8,FAF3,UniProtKB Gene Name,p,en2,0.839546124039108,1.1848452476951e-05,NA,NA,,
AT1G20510,OPCL1,4-coumarate--CoA ligase-like 5 [Source:UniProtKB/Swiss-Prot;Acc:Q84P21],0.888660715,0.001144189,,4CLL5,UniProtKB Gene Name,p,en6,0.972274265615755,1.03918358233334e-06,NA,NA,,
AT1G19770,ATPUP14,PUP14 [Source:UniProtKB/TrEMBL;Acc:A0A178WHV5],0.889488293,0.031261515,Q9FXH5,PUP14,UniProtKB Gene Name,p,em24,0.437949259175739,0.000744429012236606,NA,NA,,
AT1G76650,CML38,CML38 [Source:UniProtKB/TrEMBL;Acc:A0A178WMC5],0.890237874,0.027040054,Q9SRE6,CML38,UniProtKB Gene Name,p,em24,0.901295763879211,0.000160035550548848,1.386,0.0019,,
AT3G52400,SYP122,Syntaxin-122 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVC2],0.892656813,0.003218004,Q9SVC2,SYP122,UniProtKB Gene Name,p,em24,1.25298228468644,2.71101701050461e-06,NA,NA,,
AT2G46510,ATAIB,Transcription factor ABA-INDUCIBLE bHLH-TYPE [Source:UniProtKB/Swiss-Prot;Acc:Q9ZPY8],0.892737355,0.025614994,Q9ZPY8,AIB,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT1G70700,TIFY7,TIFY7 [Source:UniProtKB/TrEMBL;Acc:A0A178WMP7],0.893483033,0.045804916,,JAZ9,TAIR Gene Name,r,en2,-1.20987113378204,0.0003542592334558,NA,NA,,
AT2G47220,DUF5,DOMAIN OF UNKNOWN FUNCTION 724 5 [Source:TAIR;Acc:AT2G47220],0.894556025,0.041068607,Q0WNB1,DUF5,TAIR Gene Name,p,en6,-0.351528898624803,0.024056529560097,NA,NA,,
AT5G43400,,AT5g43400/MWF20_9 [Source:UniProtKB/TrEMBL;Acc:Q94AE4],0.894814931,0.049263257,,,,p,em24,NA,NA,NA,NA,,
AT4G37608,,Uncharacterized protein AT4g37600 [Source:UniProtKB/TrEMBL;Acc:Q9SZF3],0.895261974,0.003387063,,,,p,en2,NA,NA,NA,NA,,
AT1G67195,NA,NA,0.86465491,0.003471434,NA,NA,NA,p,em2,NA,NA,NA,NA,,
AT5G24890,,At5g24890 [Source:UniProtKB/TrEMBL;Acc:Q8L9W8],0.865940645,0.00037666,,,,p,em2,NA,NA,NA,NA,,
AT2G35000,,E3 ubiquitin-protein ligase ATL9 [Source:UniProtKB/Swiss-Prot;Acc:O64763],0.902563486,0.047744138,O64763,ATL9,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT3G49530,ANAC062,NAC domain-containing protein 62 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCK6],0.903162049,0.014420453,Q9SCK6,NAC062,UniProtKB Gene Name,p,en24,1.13497669150752,2.12950063048305e-07,NA,NA,,
AT4G29190,,Zinc finger CCCH domain-containing protein 49 [Source:UniProtKB/Swiss-Prot;Acc:Q9M0G2],0.904670662,0.000644667,Q9M0G2,,,p,en2,0.456744505376202,0.00671912217275637,NA,NA,,
AT4G24350,,Phosphorylase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q94K59],0.906138908,0.001956258,,,,p,en2,-0.770819747553396,1.81357454601336e-05,NA,NA,,
AT1G13245,RTFL17,At1g13245 [Source:UniProtKB/TrEMBL;Acc:Q9SAF8],0.866151182,0.001946738,,RTFL17,TAIR Gene Name,p,em2,NA,NA,NA,NA,,
AT5G19120,,AT5g19120/T24G5_20 [Source:UniProtKB/TrEMBL;Acc:Q93VG3],0.90869977,0.036436784,,,,r,en2,-2.95495351543436,9.57820244683257e-07,NA,NA,,
AT3G19030,,AT3g19030/K13E13_15 [Source:UniProtKB/TrEMBL;Acc:Q9LJ63],0.870249733,0.000244138,,,,r,em2,-1.50699024270255,1.16289654034528e-06,NA,NA,,
AT1G19180,TIFY10A,TIFY10A [Source:UniProtKB/TrEMBL;Acc:A0A178W7G1],0.911022946,0.010377851,Q9LMA8,TIFY10A,UniProtKB Gene Name,p,em24,0.424611536222778,0.00802800000759638,NA,NA,,
AT3G15760,,At3g15760 [Source:UniProtKB/TrEMBL;Acc:Q9LW03],0.870597547,0.023753654,,,,p,em2,0.704055331979021,6.41246160306798e-05,NA,NA,,
AT3G26510,,Octicosapeptide/Phox/Bem1p family protein [Source:UniProtKB/TrEMBL;Acc:Q27GK5],0.912701683,0.003121345,,,,r,en2,NA,NA,NA,NA,,
AT2G32530,ATCSLB03,Cellulose synthase-like protein B3 [Source:UniProtKB/Swiss-Prot;Acc:Q8RX83],0.915965941,0.002724583,Q8RX83,CSLB3,UniProtKB Gene Name,p,nm2,-0.656368733050357,0.000144660704212369,NA,NA,,
AT5G39520,,Uncharacterized protein At5g39520 [Source:UniProtKB/TrEMBL;Acc:Q0WW43],0.871320276,0.003652264,,,,r,em2,5.7413992500471,9.89931679623061e-11,NA,NA,,
AT1G70290,ATTPS8,"Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 8 [Source:UniProtKB/Swiss-Prot;Acc:Q0WUI9]",0.91762795,0.027620418,,TPS8,UniProtKB Gene Name,p,em24,-1.76174551292667,8.65125509053995e-07,NA,NA,,
AT2G25810,TIP4;1,Aquaporin TIP4-1 [Source:UniProtKB/Swiss-Prot;Acc:O82316],0.918278833,0.049541857,O82316,TIP4-1,UniProtKB Gene Name,p,em24,0.433058051748172,0.011316617821037,NA,NA,,
AT2G25900,ATCTH,Zinc finger CCCH domain-containing protein 23 [Source:UniProtKB/Swiss-Prot;Acc:O82307],0.918704303,0.007580129,O82307,ATCTH,TAIR Gene Name,r,en2,-1.43222393106761,1.11316209792297e-06,NA,NA,,
AT3G49790,,At3g49790 [Source:UniProtKB/TrEMBL;Acc:Q9M2X9],0.873038791,0.039482829,,,,p,em2,-1.61505555492553,3.82542368888823e-06,NA,NA,,
AT2G18700,ATTPS11,"Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV48]",0.924211688,0.001940826,Q9ZV48,TPS11,UniProtKB Gene Name,p,em24,-0.780419153508224,0.000119599991252673,NA,NA,,
AT2G31880,SOBIR1,Leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SKB2],0.924601527,0.03005381,Q9SKB2,SOBIR1,UniProtKB Gene Name,p,em24,2.26027791118677,5.89306101790335e-10,NA,NA,,
AT3G26440,,"Transmembrane protein, putative (DUF707) [Source:UniProtKB/TrEMBL;Acc:A0A1I9LLN8]",0.925485387,0.042859879,,,,p,en6,1.47675719339415,2.42412231165746e-08,NA,NA,,
AT4G18520,,"Pentatricopeptide repeat-containing protein At4g18520, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q0WNP3]",0.926479438,0.049263257,Q0WNP3,PCMP-A2,UniProtKB Gene Name,p,em24,-0.509258061654042,0.0010461240201539,NA,NA,,
AT1G61790,,Probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3B [Source:UniProtKB/Swiss-Prot;Acc:Q9SYB5],0.927454321,0.039541931,Q9SYB5,OST3B,UniProtKB Gene Name,p,en24,NA,NA,NA,NA,,
AT4G20830,,Berberine bridge enzyme-like 19 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVG4],0.931312843,0.000107361,Q9SVG4,,,p,em24,1.11804977575037,9.0893755466029e-05,1.138,0.00093,,
AT4G11280,ACS6,1-aminocyclopropane-1-carboxylate synthase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAR0],0.931355721,0.020831775,Q9SAR0,ACS6,UniProtKB Gene Name,p,en6,1.76016361395177,1.9590040921301e-06,NA,NA,,
AT2G32150,,At2g32150/F22D22.10 [Source:UniProtKB/TrEMBL;Acc:Q9SKY5],0.931983167,0.018820366,,,,p,en6,1.64260059373294,4.48589651168563e-08,NA,NA,,
AT5G22920,,E3 ubiquitin-protein ligase RZFP34 [Source:UniProtKB/Swiss-Prot;Acc:Q9FFB6],0.882597297,0.000175754,Q9FFB6,RZPF34,UniProtKB Gene Name,r,em2,-3.75241174898541,9.72953079370769e-06,NA,NA,,
AT2G30020,,PP2C-type phosphatase AP2C1 [Source:UniProtKB/TrEMBL;Acc:F6LPR5],0.935312413,1.98049E-07,O80871,,,p,em24,NA,NA,NA,NA,,
AT4G03510,RMA1,E3 ubiquitin-protein ligase RMA1 [Source:UniProtKB/Swiss-Prot;Acc:O64425],0.936701965,0.000864103,O64425,RMA1,UniProtKB Gene Name,p,en2,-0.399472591339546,0.0145667780888519,NA,NA,,
AT3G47460,ATSMC2,Structural maintenance of chromosomes protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LLC4],0.886212976,0.007528111,,ATSMC2,TAIR Gene Name,p,em2,NA,NA,NA,NA,,
AT2G39681,NA,NA,0.937624462,0.00679329,NA,NA,NA,p,nm2,NA,NA,NA,NA,,
AT3G15460,,Ribosome biogenesis protein BRX1 homolog 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LE16],0.886510514,0.004316788,Q9LE16,BRIX1-1,UniProtKB Gene Name,p,em2,NA,NA,NA,NA,,
AT4G32020,,AT4g32020/F10N7_170 [Source:UniProtKB/TrEMBL;Acc:O49389],0.940970121,0.00024599,,,,p,em24,0.295048422294671,0.0309902376195983,NA,NA,,
AT1G33610,,Leucine-rich repeat (LRR) family protein [Source:UniProtKB/TrEMBL;Acc:F4HR91],0.94460446,7.75361E-05,,,,p,em24,NA,NA,NA,NA,,
AT1G54740,,Protein of unknown function (DUF3049) [Source:TAIR;Acc:AT1G54740],0.899903324,0.029700569,,,,r,em2,-1.10291381662467,1.13691796037294e-05,NA,NA,,
AT2G29300,,NAD(P)-binding Rossmann-fold superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IKL5],0.902145324,0.002266563,,,,r,em2,-0.551991824081583,0.00103775551748888,NA,NA,,
AT3G23880,,F-box/kelch-repeat protein At3g23880 [Source:UniProtKB/Swiss-Prot;Acc:Q9LIR8],0.908034053,0.046944991,Q9LIR8,,,p,em2,-0.885086741080107,0.000518168426083569,NA,NA,,
AT1G25560,TEM1,AP2/ERF and B3 domain-containing transcription repressor TEM1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6M5],0.91024857,1.21647E-05,Q9C6M5,TEM1,UniProtKB Gene Name,r,em2,0.430593729171501,0.00137919956071089,NA,NA,,
AT4G34870,ROC5,Peptidyl-prolyl cis-trans isomerase [Source:UniProtKB/TrEMBL;Acc:A0A178UWH6],0.95771268,0.048297967,Q42406,CYP18-4,UniProtKB Gene Name,p,en24,NA,NA,NA,NA,,
AT2G22500,UCP5,Mitochondrial uncoupling protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJY5],0.960127515,0.003606259,Q9SJY5,PUMP5,UniProtKB Gene Name,p,em24,0.960016881738775,3.09050712585693e-06,NA,NA,,
AT5G19240,,Uncharacterized GPI-anchored protein At5g19240 [Source:UniProtKB/Swiss-Prot;Acc:Q84VZ5],0.961574239,0.003606259,Q84VZ5,,,p,em24,0.801386156040031,1.6397524375527e-06,NA,NA,,
AT3G01260,,Galactose mutarotase-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4J5Z7],0.911301311,0.044016589,,,,p,em2,NA,NA,NA,NA,,
AT2G24240,,BTB/POZ domain-containing protein At2g24240 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUH1],0.917119468,0.002235469,Q9ZUH1,,,p,em2,NA,NA,NA,NA,,
AT4G21850,ATMSRB9,MSRB9 [Source:UniProtKB/TrEMBL;Acc:A0A178V287],0.962547083,0.00646897,Q84JT6,MSRB9,UniProtKB Gene Name,p,em24,1.78150805401589,8.88471597342453e-08,NA,NA,,
AT1G49130,,B-box type zinc finger protein with CCT domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4I1N0],0.964291516,0.015386225,,,,p,en2,NA,NA,NA,NA,,
AT3G13782,NFA04,NFA4 [Source:UniProtKB/TrEMBL;Acc:A0A178VHH5],0.964384546,0.048775118,F4JEI8,NAP1;4,UniProtKB Gene Name,p,en6,NA,NA,NA,NA,,
AT5G59550,,zinc finger (C3HC4-type RING finger) family protein [Source:TAIR;Acc:AT5G59550],0.971244618,3.18988E-07,,,,p,em24,0.979321240249921,8.58398285150617e-07,NA,NA,,
AT5G09800,,U-box domain-containing protein 28 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXE3],0.971247244,0.00646897,Q9LXE3,PUB28,UniProtKB Gene Name,p,em24,1.11195916675052,6.72699453040615e-05,NA,NA,,
AT2G41100,TCH3,Calmodulin-like protein 12 [Source:UniProtKB/Swiss-Prot;Acc:P25071],0.972018395,0.00557062,,CML12,UniProtKB Gene Name,p,em24,1.12808560301218,1.71732423344453e-06,NA,NA,,
AT5G57290,,60S acidic ribosomal protein P3-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LVC9],0.972295043,0.003141132,Q9LVC9,RPP3B,UniProtKB Gene Name,p,en24,-0.56794005844619,0.000133962470980218,NA,NA,,
AT2G44130,,F-box/kelch-repeat protein At2g44130 [Source:UniProtKB/Swiss-Prot;Acc:O80582],0.973123594,0.017251702,O80582,,,r,en2,-0.331181674429713,0.0149558192510262,NA,NA,,
AT3G50970,LTI30,Dehydrin Xero 2 [Source:UniProtKB/Swiss-Prot;Acc:P42758],0.973470596,0.030926022,P42758,XERO2,UniProtKB Gene Name,r,en2,0.303695506781578,0.00536398979918127,1.313,0.0016,,
AT1G80240,,At1g80240 [Source:UniProtKB/TrEMBL;Acc:Q9SSB7],0.973769633,0.002753427,,,,p,em24,0.73757585458337,0.00616332960458626,NA,NA,,
AT2G17880,,At2g17880/At2g17880 [Source:UniProtKB/TrEMBL;Acc:O48828],0.918839132,0.006799503,,,,p,em2,-0.822983098691189,8.69064498354639e-05,NA,NA,,
AT5G60100,PRR3,Pseudo-response regulator 3 [Source:UniProtKB/TrEMBL;Acc:F4JXG7],0.976636491,0.024702401,,PRR3,TAIR Gene Name,p,nm2,-0.296802505866049,0.0261812860327698,NA,NA,,
AT5G15970,KIN2,KIN2 [Source:UniProtKB/TrEMBL;Acc:A0A384KRF8],0.978947884,0.049263257,P31169,KIN2,UniProtKB Gene Name,p,em24,-1.09031153373754,2.70370714359549e-06,NA,NA,,
AT1G65390,ATPP2-A5,Protein PHLOEM PROTEIN 2-LIKE A5 [Source:UniProtKB/Swiss-Prot;Acc:Q9C5Q9],0.934501942,0.006110457,Q9C5Q9,PP2A5,UniProtKB Gene Name,r,em2,-1.15962148680875,9.13627626972509e-07,NA,NA,,
AT4G27410,RD26,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JIU9],0.984023084,0.030926022,Q93VY3,RD26,TAIR Gene Name,r,en2,NA,NA,NA,NA,,
AT1G68840,RAV2,TEM2 [Source:UniProtKB/TrEMBL;Acc:A0A178WNP0],0.936876341,0.019399173,P82280,RAV2,UniProtKB Gene Name,r+p,em2,0.444795110008579,0.00242250337318006,NA,NA,,
AT1G26800,,E3 ubiquitin-protein ligase MPSR1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LQX2],0.940954331,0.01138223,Q9LQX2,MPSR1,UniProtKB Gene Name,r,em2,NA,NA,NA,NA,,
AT4G32480,,AT4g32480/F8B4_180 [Source:UniProtKB/TrEMBL;Acc:Q9SUU4],0.995406982,0.000808679,,,,r,en2,NA,NA,0.749,0.028,,
AT1G71030,ATMYBL2,At1g71030/F23N20_2 [Source:UniProtKB/TrEMBL;Acc:Q9C9A5],0.945811473,0.038045874,,ATMYBL2,TAIR Gene Name,r+p,em2,-0.835296133871686,5.27712310367743e-05,NA,NA,,
AT4G32480,,AT4g32480/F8B4_180 [Source:UniProtKB/TrEMBL;Acc:Q9SUU4],0.998122579,0.00018191,,,,p,en2,NA,NA,0.749,0.028,,
AT1G62440,LRX2,Leucine-rich repeat extensin-like protein 2 [Source:UniProtKB/Swiss-Prot;Acc:O48809],1.000568222,0.027731221,O48809,LRX2,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT5G56850,,unknown protein; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Ha. [Source:TAIR;Acc:AT5G56850],1.002982016,0.027237967,,,,p,en6,-1.13518357221986,1.90997061959215e-06,NA,NA,,
AT2G17525,,"Pentatricopeptide repeat-containing protein At2g17525, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q84VG6]",1.00313296,0.048315376,Q84VG6,,,p,nm2,NA,NA,NA,NA,,
AT1G13245,RTFL17,At1g13245 [Source:UniProtKB/TrEMBL;Acc:Q9SAF8],0.945959394,3.49016E-09,,RTFL17,TAIR Gene Name,r,em2,NA,NA,NA,NA,,
AT5G23220,NIC3,Nicotinamidase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMX8],1.006023864,0.049365914,Q9FMX8,NIC3,UniProtKB Gene Name,p,em24,0.364517945842853,0.0176487804463743,NA,NA,,
AT5G17300,RVE1,Protein REVEILLE 1 [Source:UniProtKB/Swiss-Prot;Acc:F4KGY6],0.956675621,0.001613396,,RVE1,UniProtKB Gene Name,p,em2,-1.38759924466704,4.03015859066807e-06,NA,NA,,
AT4G11280,ACS6,1-aminocyclopropane-1-carboxylate synthase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAR0],1.010029763,0.00793377,Q9SAR0,ACS6,UniProtKB Gene Name,p,em24,1.76016361395177,1.9590040921301e-06,NA,NA,,
AT4G27410,RD26,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JIU9],1.01329305,0.015442715,Q93VY3,RD26,TAIR Gene Name,p,en6,NA,NA,NA,NA,,
AT2G25900,ATCTH,Zinc finger CCCH domain-containing protein 23 [Source:UniProtKB/Swiss-Prot;Acc:O82307],0.957640938,8.49684E-09,O82307,ATCTH,TAIR Gene Name,r,em2,-1.43222393106761,1.11316209792297e-06,NA,NA,,
AT3G51450,,Protein STRICTOSIDINE SYNTHASE-LIKE 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9SD04],1.01578773,0.048957731,Q9SD04,SSL7,UniProtKB Gene Name,p,en6,NA,NA,NA,NA,,
AT1G30750,,TPRXL [Source:UniProtKB/TrEMBL;Acc:Q949S2],1.016646552,0.049192844,,,,p,em24,1.45735192885481,0.000253688913274852,NA,NA,,
AT5G28770,BZO2H3,Basic leucine zipper 63 [Source:UniProtKB/Swiss-Prot;Acc:B9DGI8],1.017106096,0.044334259,B9DGI8,BZIP63,UniProtKB Gene Name,p,en6,-2.36755243224165,5.67984295105985e-08,NA,NA,,
AT5G01250,,"Alpha 1,4-glycosyltransferase family protein [Source:UniProtKB/TrEMBL;Acc:Q9LFB1]",1.017413708,0.047250513,,,,p,em24,NA,NA,NA,NA,,
AT1G23390,,F-box/Kelch repeat-containing F-box family protein [Source:UniProtKB/TrEMBL;Acc:C4PVQ8],0.961862071,0.00988255,Q9LDE3,,,p,em2,-1.24351634276115,4.89881217273238e-05,NA,NA,,
AT1G26800,,E3 ubiquitin-protein ligase MPSR1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LQX2],0.962200964,0.007720012,Q9LQX2,MPSR1,UniProtKB Gene Name,p,em2,NA,NA,NA,NA,,
AT3G57750,,Non-functional pseudokinase ZED1 [Source:UniProtKB/Swiss-Prot;Acc:Q8LGB6],1.0217789,0.002753427,Q8LGB6,ZED1,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT4G37260,MYB73,MYB73 [Source:UniProtKB/TrEMBL;Acc:A0A178V4E7],1.023124388,0.000895536,O23160,MYB73,TAIR Gene Name,p,em24,NA,NA,NA,NA,,
AT5G04720,ADR1-L2,Probable disease resistance protein At5g04720 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZ25],1.023687266,0.018108604,Q9LZ25,ADR1-L2,TAIR Gene Name,p,en24,1.69856304388077,1.21212893394858e-08,NA,NA,,
AT5G42050,,DCD (Development and Cell Death) domain protein [Source:UniProtKB/TrEMBL;Acc:Q8RXN8],1.026002875,0.018108604,,,,p,en24,1.74836315098202,6.75975927186136e-09,NA,NA,,
AT2G39430,,Dirigent protein 9 [Source:UniProtKB/Swiss-Prot;Acc:O80630],1.026155212,0.027196274,O80630,DIR9,UniProtKB Gene Name,p,em24,1.17251694126055,0.000195246545230651,NA,NA,,
AT5G26030,FC1,"Ferrochelatase-1, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:P42043]",1.026838511,0.04287737,P42043,FC1,UniProtKB Gene Name,p,en24,0.585254651446568,2.14083750629475e-05,NA,NA,,
AT1G72645,,At1g72645 [Source:UniProtKB/TrEMBL;Acc:Q8RXY2],0.975501306,0.00158228,,,,p,em2,NA,NA,NA,NA,,
AT4G37610,BT5,BTB/POZ and TAZ domain-containing protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q6EJ98],1.032190839,0.018397615,Q6EJ98,BT5,UniProtKB Gene Name,p,en2,-2.41620085977786,1.69726355891556e-07,NA,NA,,
AT1G80920,J8,"Chaperone protein dnaJ 8, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SAG8]",0.982576924,0.005298379,Q9SAG8,ATJ8,UniProtKB Gene Name,r+p,em2,-0.876617919458693,3.37069812788628e-06,NA,NA,,
AT2G22980,SCPL13,Serine carboxypeptidase-like 13 [Source:UniProtKB/TrEMBL;Acc:A8MQS0],1.033568446,0.014678706,,SCPL13,TAIR Gene Name,p,nm2,-1.54233404011972,1.82563220107096e-05,NA,NA,,
AT5G49448,NA,NA,0.99346381,0.002876542,NA,NA,NA,p,em2,NA,NA,NA,NA,,
AT5G49450,AtbZIP1,Basic leucine zipper 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FGX2],0.99346381,0.002876542,Q9FGX2,BZIP1,UniProtKB Gene Name,p,em2,-1.36720290145994,7.68032193498313e-06,NA,NA,,
AT5G43700,ATAUX2-11,IAA4 [Source:UniProtKB/TrEMBL;Acc:A0A384LA06],0.996196516,6.37929E-07,P33077,IAA4,UniProtKB Gene Name,p,em2,-0.383360792230731,0.00824056178571092,NA,NA,,
AT4G08400,,Extensin-like protein [Source:UniProtKB/TrEMBL;Acc:Q9STM8],1.035325688,0.046575445,,,,p,em24,NA,NA,NA,NA,,
AT4G08410,,Extensin-like protein [Source:UniProtKB/TrEMBL;Acc:Q9STM7],1.038631145,0.040297541,,,,p,em24,0.372282268640351,0.0151216404922433,NA,NA,,
AT5G04960,,Pectinesterase [Source:UniProtKB/TrEMBL;Acc:A0A178UR22],1.040514672,0.049475481,Q9FF78,PME46,UniProtKB Gene Name,p,em24,1.48289060739257,0.000153458875246731,NA,NA,,
AT3G10020,,AT3g10020/T22K18_16 [Source:UniProtKB/TrEMBL;Acc:Q9SR67],1.004336836,0.023792987,,,,r+p,em2,-0.56120089681355,0.0181646997584349,NA,NA,,
AT5G48380,BIR1,Probably inactive leucine-rich repeat receptor-like protein kinase At5g48380 [Source:UniProtKB/Swiss-Prot;Acc:Q9ASS4],1.042688793,0.048297967,Q9ASS4,BIR1,TAIR Gene Name,p,en24,1.31286429697695,3.23228530631794e-08,NA,NA,,
AT3G18773,,RING-H2 finger protein ATL77 [Source:UniProtKB/Swiss-Prot;Acc:Q9LS99],1.009747376,8.73867E-05,Q9LS99,ATL77,UniProtKB Gene Name,r,em2,NA,NA,NA,NA,,
AT3G18773,,RING-H2 finger protein ATL77 [Source:UniProtKB/Swiss-Prot;Acc:Q9LS99],1.048954422,0.034089306,Q9LS99,ATL77,UniProtKB Gene Name,r,en2,NA,NA,NA,NA,,
AT5G57630,CIPK21,CBL-interacting serine/threonine-protein kinase 21 [Source:UniProtKB/Swiss-Prot;Acc:Q94CG0],1.050660924,0.000619401,,CIPK21,UniProtKB Gene Name,p,en6,-0.951472105272739,6.2034467561018e-05,NA,NA,,
AT2G22980,SCPL13,Serine carboxypeptidase-like 13 [Source:UniProtKB/TrEMBL;Acc:A8MQS0],1.015514111,0.028640139,,SCPL13,TAIR Gene Name,p,em2,-1.54233404011972,1.82563220107096e-05,NA,NA,,
AT1G80440,,F-box/kelch-repeat protein At1g80440 [Source:UniProtKB/Swiss-Prot;Acc:Q9M8L2],1.019405974,0.004563755,Q9M8L2,,,p,em2,-1.08784531158447,1.78978765381198e-05,NA,NA,,
ATMG01360,COX1,Cytochrome c oxidase subunit 1 [Source:UniProtKB/Swiss-Prot;Acc:P60620],1.052134173,0.045267917,P60620,COX1,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT5G65207,,Uncharacterized protein At5g65207 [Source:UniProtKB/TrEMBL;Acc:Q8RXW8],1.020901294,0.008054924,,,,p,em2,NA,NA,1.039,0.0024,,
AT3G05370,AtRLP31,Receptor-like protein 31 [Source:UniProtKB/Swiss-Prot;Acc:Q8RX63],1.05525608,0.015632578,Q8RX63,AtRLP31,TAIR Gene Name,p,en6,-0.400276922869027,0.015789321794737,NA,NA,,
AT4G02330,ATPMEPCRB,Probable pectinesterase/pectinesterase inhibitor 41 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXK7],1.05688213,0.018387132,Q8RXK7,PME41,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT3G49960,,Peroxidase 35 [Source:UniProtKB/Swiss-Prot;Acc:Q96510],1.058455865,0.041945217,Q96510,PER35,UniProtKB Gene Name,p,em24,1.19011258345836,0.000534732706172159,NA,NA,,
AT3G56880,,VQ motif-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9LES0],1.058635999,0.000702915,,,,p,em24,0.624661370017206,0.00110401033614883,NA,NA,,
