Group.1,transcript,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,tair_symbol,uniprotswissprot,entrezgene_id,description,external_gene_name,external_gene_source
AT4G34710,"AT4G34710.1,AT4G34710.2","2534.75148171689,2534.64568359737","-0.378343245566044,-0.378255272380259","0.0965471824884543,0.0965303312014091","-3.91873937503343,-3.91851211606261","8.9013299961149e-05,8.90972515490533e-05",0.00770032680996557,AT4G34710,ADC2,O23141,829623,Arginine decarboxylase 2 [Source:UniProtKB/Swiss-Prot;Acc:O23141],ADC2,UniProtKB Gene Name
AT4G34730,AT4G34730.1,497.491763290634,0.301130850969471,0.0939138386942082,3.20645876216368,0.00134379563985842,0.0475866444105208,AT4G34730,,O65693,829625,"Probable ribosome-binding factor A, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O65693]",,
AT4G34760,AT4G34760.1,53.7328609596015,0.963246355493915,0.206346332690514,4.66810503939814,3.03990483229147e-06,0.000620827687564623,AT4G34760,,O65695,829628,Auxin-responsive protein SAUR50 [Source:UniProtKB/Swiss-Prot;Acc:O65695],SAUR50,UniProtKB Gene Name
AT4G35180,"AT4G35180.2,AT4G35180.1",60.0272110947137,-1.31462745481835,0.378014106854362,-3.47772062201066,0.000505696699872115,0.0253899955603495,AT4G35180,LHT7,",Q84WE9",829671,Lysine histidine transporter-like 7 [Source:UniProtKB/Swiss-Prot;Acc:Q84WE9],LHT7,TAIR Gene Name
AT4G35480,AT4G35480.1,196.426197522601,-0.562488723702517,0.115535677747931,-4.86852835995579,1.12432389321477e-06,0.000288999702792972,AT4G35480,RHA3B,Q9ZT49,829700,RHA3B [Source:UniProtKB/TrEMBL;Acc:A0A178UXS9],ATL45,UniProtKB Gene Name
AT4G36220,AT4G36220.1,554.282716114968,0.301618359375711,0.0915987215948015,3.29282280499457,0.000991869640121106,0.0396906956612648,AT4G36220,FAH1,Q42600,829779,Cytochrome P450 84A1 [Source:UniProtKB/Swiss-Prot;Acc:Q42600],CYP84A1,UniProtKB Gene Name
AT4G36500,AT4G36500.1,268.019284796295,-0.496203443716875,0.130985480489438,-3.7882324198283,0.000151722882251495,0.0112535352738628,AT4G36500,,,829802,Uncharacterized protein At4g36500 [Source:UniProtKB/TrEMBL;Acc:O23231],,
AT4G36820,AT4G36820.1,41.7470353409452,-1.37253074363559,0.363719835809598,-3.7735933224002,0.000160912987841769,0.0115581616242227,AT4G36820,,Q1PE15,829835,"Calcium uniporter protein 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q1PE15]",,
AT4G37370,AT4G37370.1,209.069668814882,-0.827556909056488,0.22140512965543,-3.73774948369265,0.000185674813368357,0.0125962643634732,AT4G37370,CYP81D8,,829891,"Cytochrome P450, family 81, subfamily D, polypeptide 8 [Source:UniProtKB/TrEMBL;Acc:Q9SZT7]",CYP81D8,TAIR Gene Name
AT4G37608,AT4G37608.1,501.819166176038,-0.43637133808363,0.0930870723449635,-4.68777594021347,2.76190161610129e-06,0.000568980111674443,AT4G37608,,,5008189,Uncharacterized protein AT4g37600 [Source:UniProtKB/TrEMBL;Acc:Q9SZF3],,
AT4G37610,AT4G37610.1,1312.31611238947,-0.352026005752302,0.0790048209842112,-4.45575347639422,8.35990546460372e-06,0.00119266651310091,AT4G37610,BT5,Q6EJ98,829915,BTB/POZ and TAZ domain-containing protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q6EJ98],BT5,UniProtKB Gene Name
AT4G38320,AT4G38320.1,76.0990819145827,0.45142416582044,0.131325498961972,3.43744489370766,0.000587230195971108,0.0284706386232041,AT4G38320,HHP5,Q9SVF3,829989,Heptahelical transmembrane protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVF3],HHP5,UniProtKB Gene Name
AT4G38470,"AT4G38470.1,AT4G38470.3,AT4G38470.2","1930.01310560202,1950.29241554739,1924.36206688443","-0.305235545788324,-0.304311425829028,-0.30675135083768","0.0890905147962718,0.08811685979769,0.0891904698159807","-3.42612843226154,-3.45349830359032,-3.43928394446822","0.000612250809146307,0.000553365783953348,0.000583255135107","0.0289667236671021,0.0271823848107693,0.0283432331556886",AT4G38470,,",F4JTP5",830003,Serine/threonine-protein kinase STY46 [Source:UniProtKB/Swiss-Prot;Acc:F4JTP5],STY46,UniProtKB Gene Name
AT4G38840,AT4G38840.1,368.430479265129,0.752917696999423,0.115378294702072,6.5256441772137,6.77098898681399e-11,9.8415690544764e-08,AT4G38840,,,830039,At4g38840 [Source:UniProtKB/TrEMBL;Acc:Q9T0J2],,
AT4G38860,AT4G38860.1,202.514648497429,0.853278706164464,0.110886828429917,7.69504113560027,1.41448660342339e-14,4.68619411714168e-11,AT4G38860,,,830041,At4g38860 [Source:UniProtKB/TrEMBL;Acc:Q9T0J3],,
AT4G39070,AT4G39070.1,269.695415115264,-0.552683312457558,0.126675112452653,-4.36299839610667,1.2829188441442e-05,0.00165596498596743,AT4G39070,,Q0IGM7,830062,B-box zinc finger protein 20 [Source:UniProtKB/Swiss-Prot;Acc:Q0IGM7],BBX20,UniProtKB Gene Name
AT4G39330,"AT4G39330.1,AT4G39330.2","1093.8048351585,1087.88608487163","0.30160759493708,0.301105832553616","0.0817642698499778,0.081523430239557","3.68874565247722,3.69348826059961","0.000225362370864547,0.000221198726310967","0.0142667299619282,0.0140929111590045",AT4G39330,ATCAD9,"P42734,",830088,Probable cinnamyl alcohol dehydrogenase 9 [Source:UniProtKB/Swiss-Prot;Acc:P42734],CAD9,UniProtKB Gene Name
AT4G39400,AT4G39400.1,350.947621124468,0.220302683577494,0.059358246746528,3.71140819772241,0.000206109418386212,0.0135052311444679,AT4G39400,BRI1,O22476,830095,Protein BRASSINOSTEROID INSENSITIVE 1 [Source:UniProtKB/Swiss-Prot;Acc:O22476],BRI1,UniProtKB Gene Name
AT4G39780,AT4G39780.1,120.701584467214,-0.704127617242297,0.136716872424716,-5.15026130099655,2.60123797742897e-07,9.45867228939019e-05,AT4G39780,,O65665,830136,Ethylene-responsive transcription factor ERF060 [Source:UniProtKB/Swiss-Prot;Acc:O65665],ERF060,UniProtKB Gene Name
AT5G00365,"AT5G00365.1,AT5G00365.2,AT5G00365.3","1042.23516390856,267.66701129802","-0.404115529020374,-0.460322074471277","0.0768567941572908,0.121248926250595","-5.25803259752591,-3.7965043378602","1.45604714331126e-07,0.000146750795971412","6.91126224032933e-05,0.0110218349709813",AT5G00365,"NA","NA","NA","NA","NA","NA"
AT5G01100,AT5G01100.1,56.7941657939296,-0.697196180424653,0.198474383273293,-3.51277665624301,0.000443450068762399,0.0230756556724057,AT5G01100,,Q9LFC6,831831,FRB1 [Source:UniProtKB/TrEMBL;Acc:A0A178U817],FRB1,UniProtKB Gene Name
AT5G01810,"AT5G01810.1,AT5G01810.2,AT5G01810.3","706.679341006577,695.180936524862","-0.261680877460278,-0.25964653447904","0.0778731423505896,0.0789046617735954","-3.36034824795145,-3.29063617589611","0.000778442821072797,0.000999611062961467","0.0342834173808189,0.0397412873604443",AT5G01810,CIPK15,"P92937,",830556,CBL-interacting serine/threonine-protein kinase 15 [Source:UniProtKB/Swiss-Prot;Acc:P92937],CIPK15,UniProtKB Gene Name
AT5G02020,"AT5G02020.1,AT5G02020.2","264.437076789172,261.163927261738","-0.721030510707522,-0.716597776962271","0.148859890770517,0.15125627340136","-4.84368560916834,-4.73764003864336","1.27452547650319e-06,2.16221436018463e-06","0.000324807915665774,0.000495012124382866",AT5G02020,SIS,,831782,AT5g02020/T7H20_70 [Source:UniProtKB/TrEMBL;Acc:Q9LZM9],SIS,TAIR Gene Name
AT5G02120,AT5G02120.1,2131.2441875803,0.270645586631598,0.0710032234513193,3.8117366152701,0.000137993873327737,0.0105744000886571,AT5G02120,OHP,O81208,831799,"Light-harvesting complex-like protein OHP1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O81208]",OHP1,UniProtKB Gene Name
AT5G02130,AT5G02130.1,1207.07602907705,0.27280814559287,0.0721918472551439,3.77893288460536,0.000157501863926659,0.0113710243987922,AT5G02130,NDP1,,831694,At5g02130 [Source:UniProtKB/TrEMBL;Acc:Q9LZL9],NDP1,TAIR Gene Name
AT5G02410,AT5G02410.1,70.1535673527149,0.594987352279574,0.158940074186489,3.7434697028105,0.000181496495729443,0.0124121124155156,AT5G02410,,Q8L638,831764,"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase [Source:UniProtKB/Swiss-Prot;Acc:Q8L638]",ALG10,UniProtKB Gene Name
AT5G02830,AT5G02830.1,170.27130334244,0.336913660551112,0.0884070310336462,3.81093739504597,0.000138440827441411,0.0105744000886571,AT5G02830,,Q8GYL7,831772,"Pentatricopeptide repeat-containing protein At5g02830, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8GYL7]",,
AT5G03120,"AT5G03120.1,AT5G03120.2","117.640929970084,117.801920282498","0.622521796144162,0.619556944961521","0.145034015750127,0.144931772998483","4.29224684240061,4.27481795153369","1.76874158783356e-05,1.91293535578752e-05","0.00212655515824328,0.00228151974014066",AT5G03120,,,831807,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Ha. [Source:TAIR;Acc:AT5G03120],,
AT5G03760,AT5G03760.1,535.83730090215,0.624596557792812,0.173416402871828,3.60171556697812,0.000316124133876486,0.0182318632491203,AT5G03760,ATCSLA09,Q9LZR3,831734,Glucomannan 4-beta-mannosyltransferase 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZR3],CSLA9,UniProtKB Gene Name
AT5G04340,AT5G04340.1,254.454065444642,-0.449520620321774,0.134349261793764,-3.34591060881168,0.000820128308069597,0.0357511195346654,AT5G04340,C2H2,O22533,830313,Zinc finger protein ZAT6 [Source:UniProtKB/Swiss-Prot;Acc:O22533],ZAT6,UniProtKB Gene Name
AT5G05410,"AT5G05410.2,AT5G05410.1","350.600853506304,359.433725016286","0.537850783552047,0.516863615672771","0.110253018620614,0.104681826277694","4.87833158929479,4.93747228197628","1.06986956698856e-06,7.91416505311758e-07","0.000277719726651461,0.000229103552804667",AT5G05410,DREB2A,"O82132,",830424,Dehydration-responsive element-binding protein 2A [Source:UniProtKB/Swiss-Prot;Acc:O82132],DREB2A,UniProtKB Gene Name
AT5G06310,AT5G06310.1,662.55973253195,-0.456835888339671,0.122514257919385,-3.72883855396056,0.000192364340557626,0.0128603756556205,AT5G06310,AtPOT1b,Q6NKX5,830519,Protection of telomeres protein 1b [Source:UniProtKB/Swiss-Prot;Acc:Q6NKX5],POT1B,UniProtKB Gene Name
AT5G06320,AT5G06320.1,1282.94921440353,-0.47592722808205,0.139609250080019,-3.40899494703442,0.000652026874088505,0.0301120821259233,AT5G06320,NHL3,Q9FNH6,830520,NHL3 [Source:UniProtKB/TrEMBL;Acc:A0A178UB58],NHL3,UniProtKB Gene Name
AT5G06790,AT5G06790.1,63.3407756593211,0.56072749902538,0.152741449076853,3.67108929772721,0.000241518932796169,0.0149406016995506,AT5G06790,,,830569,At5g06790 [Source:UniProtKB/TrEMBL;Acc:Q9FG28],,
AT5G06860,AT5G06860.1,568.306205071476,-0.516337595552827,0.123157715825807,-4.19249084063177,2.75908225416607e-05,0.0030811818566468,AT5G06860,PGIP1,Q9M5J9,830577,PGIP1 [Source:UniProtKB/TrEMBL;Acc:A0A178UBN4],PGIP1,UniProtKB Gene Name
AT5G06865,"AT5G06865.1,AT5G06865.2","553.894104974545,550.716961622696","-0.495238911585237,-0.500643134055525","0.122234497247087,0.122917516696533","-4.05154782601308,-4.07300072040623","5.0879922971219e-05,4.64112807506411e-05","0.00495779955304849,0.00459749221974042",AT5G06865,"NA","NA","NA","NA","NA","NA"
AT5G06980,"AT5G06980.1,AT5G06980.4,AT5G06980.3,AT5G06980.2",51.5657625001418,0.810112218532636,0.20144487241232,4.02150826095234,5.78266796158941e-05,0.00549114046530928,AT5G06980,,"Q9FL48,",830589,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G12320.1); Ha. [Source:TAIR;Acc:AT5G06980],,
AT5G07440,"AT5G07440.3,AT5G07440.2,AT5G07440.1","2578.82320877594,2892.8652912548","-0.410672078073788,-0.423997834194912","0.0939478746126457,0.0894561682924025","-4.37127587789527,-4.73972720147149","1.23522601243308e-05,2.14006147999036e-06","0.00160832899618852,0.000495012124382866",AT5G07440,GDH2,"Q38946,",830635,Glutamate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A178UEW8],GDH2,UniProtKB Gene Name
AT5G08330,AT5G08330.1,486.528060748485,0.311630951915369,0.0967493231156382,3.22101428599037,0.0012773778053719,0.0459439976149264,AT5G08330,,Q9FTA2,830730,Transcription factor TCP21 [Source:UniProtKB/Swiss-Prot;Acc:Q9FTA2],TCP21,UniProtKB Gene Name
AT5G09390,"AT5G09390.1,AT5G09390.2","123.206252512457,123.047555333174","-0.445387263626771,-0.442581248454913","0.136091765248466,0.136433986020834","-3.27269811522848,-3.2439222906478","0.00106526187850738,0.00117895905896885","0.0411792264425715,0.043996273168053",AT5G09390,,,830798,AT5g09390/T5E8_190 [Source:UniProtKB/TrEMBL;Acc:Q8L4S3],,
AT5G11090,AT5G11090.1,1071.28195155739,-0.40204751084899,0.0752905710055385,-5.33994503534068,9.29747655616688e-08,5.54445716950456e-05,AT5G11090,,,830977,At5g11090 [Source:UniProtKB/TrEMBL;Acc:Q9FY56],,
AT5G11520,AT5G11520.1,1484.45391564905,-0.251631320107638,0.0716520356211363,-3.51185165817411,0.00044499630745496,0.0231157750860358,AT5G11520,ASP3,P46644,831024,"Aspartate aminotransferase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P46644]",ASP3,UniProtKB Gene Name
AT5G12020,AT5G12020.1,61.7013122574286,-1.55076779808035,0.425856259704362,-3.64152871477555,0.000271023888582176,0.0162434299707652,AT5G12020,HSP17.6II,P29830,831075,17.6 kDa class II heat shock protein [Source:UniProtKB/Swiss-Prot;Acc:P29830],HSP17.6,UniProtKB Gene Name
AT5G12030,AT5G12030.1,51.6900038066919,-1.52279006496295,0.368514297979823,-4.13224147152718,3.59242724952685e-05,0.00375843520347867,AT5G12030,AT-HSP17.6A,O81822,831076,17.7 kDa class II heat shock protein [Source:UniProtKB/Swiss-Prot;Acc:O81822],HSP17.7,UniProtKB Gene Name
AT5G12150,"AT5G12150.1,AT5G12150.2",906.333267356992,0.266560035185643,0.0737683717993219,3.61347320923373,0.000302122585382675,0.0175260488878506,AT5G12150,,"Q9FMP8,",831088,Rho GTPase-activating protein 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMP8],ROPGAP6,UniProtKB Gene Name
AT5G12250,AT5G12250.1,2296.6988029212,0.239452835538364,0.0744955602855428,3.21432357338528,0.00130752238384069,0.0466902933161413,AT5G12250,TUB6,P29514,831100,Tubulin beta chain [Source:UniProtKB/TrEMBL;Acc:A0A178UPR2],TUBB6,UniProtKB Gene Name
AT5G13330,AT5G13330.1,248.466696761479,-0.406146264341699,0.104348588423831,-3.8922065978704,9.93365967752747e-05,0.00831999805069766,AT5G13330,Rap2.6L,Q9LYU3,831174,Rap2.6L [Source:UniProtKB/TrEMBL;Acc:A0A178UKL8],ERF113,UniProtKB Gene Name
AT5G13400,AT5G13400.1,97.6168288766057,0.464761415152247,0.133853156762577,3.472173734211,0.000516262117641573,0.0257845687800985,AT5G13400,,Q9LYR6,831181,Protein NRT1/ PTR FAMILY 6.1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYR6],NPF6.1,UniProtKB Gene Name
AT5G13630,"AT5G13630.1,AT5G13630.2,AT5G13630.1,AT5G13630.2","3728.59945185252,3728.11824352312,456.796345974962","0.360632749349326,0.360833954341005,0.449463944395427","0.078961386593054,0.0789502553682692,0.129554249606703","4.56720385633463,4.57039629140993,3.46931070003412","4.94273264765935e-06,4.86802783180117e-06,0.00052179563627237","0.000818763663084771,0.0258577177414417",AT5G13630,GUN5,",Q9FNB0",831207,"Magnesium-chelatase subunit ChlH, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FNB0]",CHLH,UniProtKB Gene Name
AT5G13650,"AT5G13650.2,AT5G13650.1",1004.85282942433,0.209361781183729,0.0620262722642425,3.37537262100505,0.000737158078642029,0.0328057349714468,AT5G13650,,"F4K410,",831209,Elongation factor family protein [Source:UniProtKB/TrEMBL;Acc:F4K409],,
AT5G14260,"AT5G14260.1,AT5G14260.3,AT5G14260.2","834.169785060176,832.788684620505,827.18467606676","0.207196181598959,0.206544731572913,0.209693960361405","0.0642730808956401,0.0641588490586232,0.064324099260457","3.22368523045257,3.21927114659101,3.25995952951204","0.00126552422605016,0.00128516899293924,0.00111428112194455","0.045738346482591,0.0461275111817592,0.0424865987378782",AT5G14260,,,831276,Rubisco methyltransferase family protein [Source:UniProtKB/TrEMBL;Acc:Q8VZB5],,
AT5G15410,"AT5G15410.1,AT5G15410.2","557.122023685673,555.554097985521","0.366045188307471,0.36536708966746","0.0698971996567817,0.0699983399745925","5.23690777463008,5.21965363464446","1.63289234139601e-07,1.79258059365717e-07","7.26685834976191e-05,7.6356250801537e-05",AT5G15410,DND1,"O65718,",831393,Cyclic nucleotide-gated ion channel 2 [Source:UniProtKB/Swiss-Prot;Acc:O65718],CNGC2,UniProtKB Gene Name
AT5G15640,"AT5G15640.1,AT5G15640.2",139.183919121225,-0.399692884905866,0.125474629098232,-3.18544782940105,0.00144530160615269,0.0498779606373317,AT5G15640,,,831418,Mitochondrial substrate carrier family protein [Source:UniProtKB/TrEMBL;Acc:Q949U9],,
AT5G15950,"AT5G15950.1,AT5G15950.2",42.3332028603146,0.845492618199302,0.22283912294468,3.79418392527598,0.000148129843967217,0.0110419688939263,AT5G15950,,Q9S7T9,831452,S-adenosylmethionine decarboxylase proenzyme 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9S7T9],SAMDC2,UniProtKB Gene Name
AT5G16370,AT5G16370.1,2044.27292179784,-0.461064733038901,0.089179166181184,-5.17009468447106,2.33975416331548e-07,9.06031816721789e-05,AT5G16370,AAE5,Q9FFE6,831498,"Probable acyl-activating enzyme 5, peroxisomal [Source:UniProtKB/Swiss-Prot;Acc:Q9FFE6]",AAE5,UniProtKB Gene Name
AT5G16610,"AT5G16610.2,AT5G16610.3,AT5G16610.1",66.1653828352569,0.459422901263163,0.144212381778826,3.18573825351394,0.00144385162656414,0.0498779606373317,AT5G16610,,,831523,unknown protein; Ha. [Source:TAIR;Acc:AT5G16610],,
AT5G16910,AT5G16910.1,380.449955737518,-0.295350864590164,0.085985112170861,-3.43490701045167,0.000592757192858341,0.0285324713499657,AT5G16910,ATCSLD2,Q9LFL0,831554,CSLD2 [Source:UniProtKB/TrEMBL;Acc:A0A178UAL6],CSLD2,UniProtKB Gene Name
AT5G17860,"AT5G17860.2,AT5G17860.1","596.285125124466,597.075734756038","-0.433407661898492,-0.432929408338925","0.104361891574119,0.104141093838452","-4.15293030206033,-4.15714289510443","3.28244737795089e-05,3.22252440498071e-05","0.0035079832784359,0.00346880903188844",AT5G17860,CAX7,",Q9FKP1",831654,Cation/calcium exchanger 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKP1],CCX1,UniProtKB Gene Name
AT5G18170,AT5G18170.1,973.749870195039,-0.442348144311136,0.0921968614987148,-4.7978655359901,1.60365371595344e-06,0.00039193559711954,AT5G18170,GDH1,Q43314,831935,Glutamate dehydrogenase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q43314],GDH1,UniProtKB Gene Name
AT5G19120,AT5G19120.1,5221.50115391661,-0.297176877214641,0.076199390349156,-3.89999022108885,9.61965733777008e-05,0.00812547656771361,AT5G19120,,,832032,AT5g19120/T24G5_20 [Source:UniProtKB/TrEMBL;Acc:Q93VG3],,
AT5G19230,"AT5G19230.2,AT5G19230.1","1084.36711222838,1082.27350645851","-0.36683060246911,-0.36390681254478","0.0820993870773922,0.0824694502921894","-4.46812839325234,-4.41262566023489","7.89069426224035e-06,1.02124484766774e-05","0.00113660304742619,0.00136549137322462",AT5G19230,,Q8GUL8,832043,Uncharacterized GPI-anchored protein At5g19230 [Source:UniProtKB/Swiss-Prot;Acc:Q8GUL8],,
AT5G19940,AT5G19940.1,3600.30228510849,0.154246138073935,0.0484143500292935,3.18595907991344,0.00144275001994994,0.0498779606373317,AT5G19940,,"Q941D3,",832116,"Probable plastid-lipid-associated protein 8, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q941D3]",PAP8,UniProtKB Gene Name
AT5G20010,AT5G20010.1,3997.88733750574,-0.327490941166981,0.0723383609862314,-4.52720986074477,5.97675781204419e-06,0.000937942040430114,AT5G20010,RAN-1,P41916,832123,GTP-binding nuclear protein [Source:UniProtKB/TrEMBL;Acc:A0A178UC18],RAN1,UniProtKB Gene Name
AT5G20620,"AT5G20620.2,AT5G20620.1","1428.95378162988,1427.04804946607","0.235187770875996,0.235954949810508","0.0511024389134947,0.0512320262066161","4.60228074973324,4.60561424720767","4.17889376118251e-06,4.1125012466306e-06","0.000773783803553196,0.000766390310442404",AT5G20620,UBQ4,"Q1EC66,P0CH32","831899,832184",Polyubiquitin 4 [Source:UniProtKB/Swiss-Prot;Acc:P0CH32],UBQ4,UniProtKB Gene Name
AT5G21100,AT5G21100.1,92.9762985738549,0.519645747636882,0.149377195603207,3.47874885144601,0.000503760466932593,0.0253899955603495,AT5G21100,,,832234,Ascorbate oxidase-like protein [Source:UniProtKB/TrEMBL;Acc:Q8LPL3],,
AT5G21940,AT5G21940.1,6445.56354948959,-0.368062095248052,0.0904895636151891,-4.06745353324116,4.75296822522546e-05,0.00469269051561415,AT5G21940,,,832254,At5g21940 [Source:UniProtKB/TrEMBL;Acc:Q9C593],,
AT5G22300,"AT5G22300.1,AT5G22300.2",424.365258510141,-0.369309467618964,0.107509027666329,-3.43514843018739,0.000592229352812965,0.0285324713499657,AT5G22300,NIT4,",P46011",832290,Bifunctional nitrilase/nitrile hydratase NIT4 [Source:UniProtKB/Swiss-Prot;Acc:P46011],NIT4,UniProtKB Gene Name
AT5G22920,"AT5G22920.2,AT5G22920.1","5162.47584651914,5159.30035137753","-0.356314045922449,-0.356717302829064","0.100857058489675,0.100807465064855","-3.53286176751751,-3.53860006894894","0.000411087356108438,0.000402254782872899","0.0219666517868912,0.0215332690501279",AT5G22920,,"Q9FFB6,",832356,E3 ubiquitin-protein ligase RZFP34 [Source:UniProtKB/Swiss-Prot;Acc:Q9FFB6],RZPF34,UniProtKB Gene Name
AT5G23050,"AT5G23050.1,AT5G23050.2",337.357464545013,-0.301222847909749,0.0861875400567653,-3.49496977998625,0.000474115433593083,0.0242066778826112,AT5G23050,AAE17,",F4KBF3",832369,"Probable acyl-activating enzyme 17, peroxisomal [Source:UniProtKB/Swiss-Prot;Acc:F4KBF3]",AAE17,UniProtKB Gene Name
AT5G23280,AT5G23280.1,219.856623916381,0.402028875908702,0.102140963324951,3.93602001412195,8.28440670401608e-05,0.00728661223285096,AT5G23280,,Q9FMX2,832392,Transcription factor TCP7 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMX2],TCP7,UniProtKB Gene Name
AT5G23860,"AT5G23860.1,AT5G23860.2","395.221445187759,221.924445750057","0.342082562568613,0.315536529148238","0.0855348011908782,0.0957858728980884","3.99933778772954,3.29418649745933","6.35199666476381e-05,0.000987069839816686","0.00590023316365304,0.039662834061203",AT5G23860,TUB8,P29516,832451,Tubulin beta chain [Source:UniProtKB/TrEMBL;Acc:A0A178UKM5],TUBB8,UniProtKB Gene Name
AT5G23890,"AT5G23890.2,AT5G23890.1",537.250793906698,0.256597544769361,0.0776976625725928,3.30251305217351,0.000958226283483281,0.0389411742275525,AT5G23890,,,832454,GPI-anchored adhesin-like protein [Source:UniProtKB/TrEMBL;Acc:Q9FF91],,
AT5G25610,AT5G25610.1,516.737283435187,0.456576066680174,0.100687345481115,4.53459235118886,5.77148452944643e-06,0.0009302073200784,AT5G25610,RD22,Q08298,832636,BURP domain protein RD22 [Source:UniProtKB/Swiss-Prot;Acc:Q08298],RD22,UniProtKB Gene Name
AT5G26030,"AT5G26030.1,AT5G26030.2","244.197098382698,249.567603543143","-0.339563366720685,-0.329184898768602","0.102578543294818,0.0996804660483925","-3.31027674807934,-3.30240128099713","0.00093203769530692,0.000958608239696264","0.0383264930740472,0.0389411742275525",AT5G26030,FC1,P42043,832672,"Ferrochelatase-1, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:P42043]",FC1,UniProtKB Gene Name
AT5G26340,AT5G26340.1,994.032697212704,-0.533096540284126,0.089968398465869,-5.92537545821008,3.11584653368475e-09,2.44487358144416e-06,AT5G26340,MSS1,Q94AZ2,832703,STP13 [Source:UniProtKB/TrEMBL;Acc:A0A178UHA7],STP13,UniProtKB Gene Name
AT5G26742,"AT5G26742.2,AT5G26742.3,AT5G26742.1","4752.10326598498,4752.53521924706,4751.73955831713","0.241144881623668,0.241639214792915,0.241258416477651","0.0533438199671573,0.0533480072043377,0.0533683226928943","4.52057767464228,4.52948905602733,4.52062954771808","6.16711113667251e-06,5.91264966510987e-06,6.16560004053157e-06","0.0009445903693042,0.000937942040430114",AT5G26742,emb1138,",Q8L7S8",832713,RH3 [Source:UniProtKB/TrEMBL;Acc:A0A178UT03],RH3,UniProtKB Gene Name
AT5G27420,AT5G27420.1,207.156399786756,-0.960690330011482,0.147377341990963,-6.51857549493865,7.09782118066916e-11,9.8415690544764e-08,AT5G27420,CNI1,Q8LGA5,832801,E3 ubiquitin-protein ligase ATL31 [Source:UniProtKB/Swiss-Prot;Acc:Q8LGA5],ATL31,UniProtKB Gene Name
AT5G27760,"AT5G27760.2,AT5G27760.1","451.626728581122,448.273552064009","-0.468062148569517,-0.46761342038859","0.105124572044144,0.105399219929211","-4.45245235693297,-4.43659280118632","8.48950808525959e-06,9.13939441221213e-06","0.00119967612596296,0.00126748522413455",AT5G27760,,,832838,Hypoxia-responsive family protein [Source:UniProtKB/TrEMBL;Acc:Q8LG60],,
AT5G27920,AT5G27920.1,455.37107836044,-0.452121416022025,0.0913850445135071,-4.94743334020262,7.51984433962854e-07,0.000222147414131721,AT5G27920,,,832858,At5g27920 [Source:UniProtKB/TrEMBL;Acc:Q8GZ31],,
AT5G28050,"AT5G28050.1,AT5G28050.3,AT5G28050.2","2626.40458859724,2626.61638455222","-0.391304474715183,-0.391862490926792","0.103492622319264,0.103494512917318","-3.78098907870022,-3.78631175586913","0.000156206527431702,0.000152899827114643","0.0113593268446219,0.011312690186296",AT5G28050,,",Q94BU8",832875,Cytidine/deoxycytidylate deaminase family protein [Source:TAIR;Acc:AT5G28050],,
AT5G28300,AT5G28300.1,316.812396460137,0.312730729527256,0.0865292486426571,3.61416208314429,0.000301320525376637,0.0175260488878506,AT5G28300,,Q8H181,832914,Trihelix transcription factor GTL2 [Source:UniProtKB/Swiss-Prot;Acc:Q8H181],,
AT5G35970,AT5G35970.1,1025.04112106019,0.282628857548135,0.0806603450703886,3.50393811607796,0.000458431877046348,0.0236488984046556,AT5G35970,,,833589,P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4K1G7],,
AT5G36925,AT5G36925.1,24.1334289319091,-1.03510807367344,0.24632147643494,-4.20226481529248,2.64257737551006e-05,0.00300543739857529,AT5G36925,,,833661,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FIW0],,
