"genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","tair_symbol","uniprotswissprot","entrezgene_id","description","external_gene_name","external_gene_source","batchcorr","refgroup","Affy_identifier","logFC_scheible2004","Padj_scheible2004","logFC_nguyen2017","Padj_nguyen2017"
"AT2G25625",224.62991675174,-0.712123046423069,0.203276960598741,-3.50321573249398,0.000459677006542991,0.0267797930907085,"","",817103,"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q8S8K8]","","","p","nm2","265913_at",3.70356332435822,2.60620119300423e-09,1.461,0.00015
"AT2G25710",292.830503664521,0.491431534393983,0.137526388297715,3.57336174153095,0.000352427362032076,0.0231339128756225,"HCS1","Q9SL92",817112,"Biotin--protein ligase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SL92]","HCS1","UniProtKB Gene Name","p","nm2","265887_at",-0.234706008044461,0.0433793925131681,NA,NA
"AT2G25810",518.494693749258,-0.697423415798701,0.199512835360921,-3.49563182006338,0.000472940782566933,0.0270018437763783,"TIP4;1","O82316",817123,"Aquaporin TIP4-1 [Source:UniProtKB/Swiss-Prot;Acc:O82316]","TIP4-1","UniProtKB Gene Name","p","nm2","266649_at",0.433058051748172,0.011316617821037,NA,NA
"AT2G26030",164.932895972863,0.686786993861655,0.208685678803369,3.29101161996252,0.000998277896055731,0.039268887226841,"","Q8H1M0",817144,"F-box/RNI-like/FBD-like domains-containing protein [Source:TAIR;Acc:AT2G26030]","","","p","nm2",NA,NA,NA,NA,NA
"AT2G27510",1413.41484315178,-0.374600487873213,0.1103900925972,-3.39342489040284,0.000690244844744956,0.0335513487560107,"ATFD3","Q9ZQG8",817297,"Ferredoxin [Source:UniProtKB/TrEMBL;Acc:A0A178VWS0]","FD3","UniProtKB Gene Name","p","nm2","265649_at",1.06612985373518,2.37573741435713e-07,0.702,0.0081
"AT2G28105",165.871267510066,0.481671464415738,0.144896261495334,3.32425046336512,0.000886565343467251,0.0367994347397384,"","",817356,"Replication factor-A carboxy-terminal domain protein [Source:UniProtKB/TrEMBL;Acc:Q5XVD2]","","","p","nm2",NA,NA,NA,NA,NA
"AT2G28190",438.808546965705,0.55048396522161,0.164271649708258,3.3510588479464,0.000805031928419297,0.0356774337176783,"CSD2","O78310",817365,"Superoxide dismutase [Cu-Zn] 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O78310]","CSD2","UniProtKB Gene Name","p","nm2","266165_at",-0.561990346099461,8.54164306746106e-06,NA,NA
"AT2G29360",933.593983438446,0.589335478953383,0.146937401178586,4.01079285618445,6.0515186710581e-05,0.00838852893344394,"","Q9ZW19",817485,"Tropinone reductase homolog At2g29360 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW19]","SDR","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT2G29670",1633.57555319964,-0.571352839615327,0.151667624926986,-3.76713777835172,0.00016512987825016,0.0147481259404138,"","",817517,"At2g29670/T27A16.23 [Source:UniProtKB/TrEMBL;Acc:O82388]","","","p","nm2","266617_at",2.0970864653794,5.37790700690752e-09,3.295,6.6e-05
"AT2G30170",621.516943414468,0.560903247130518,0.144856337888345,3.87213466326106,0.000107886314518852,0.0114526903188374,"","",817569,"Probable protein phosphatase 2C 26 [Source:UniProtKB/Swiss-Prot;Acc:O64730]","","","p","nm2","267247_at",-0.629462291153417,0.000490089655261891,NA,NA
"AT2G30340",286.639634234997,-0.861819632220582,0.182638459599597,-4.71871934372404,2.37333979286734e-06,0.00156564140407331,"LBD13","Q9AT61",817584,"LBD13 [Source:UniProtKB/TrEMBL;Acc:A0A178VRU4]","LBD13","TAIR Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT2G30540",134.544924563511,-1.05006951540956,0.269960539793555,-3.88971483096224,0.000100362088269512,0.0113279751149319,"","O04341",817603,"Monothiol glutaredoxin-S9 [Source:UniProtKB/Swiss-Prot;Acc:O04341]","GRXS9","UniProtKB Gene Name","p","nm2","267497_at",-0.433797370153702,0.024960292268659,NA,NA
"AT2G30860",12267.4780842462,-0.472370758006583,0.140938831853294,-3.35160120028726,0.000803456671829592,0.0356774337176783,"ATGSTF9","",817636,"GSTF9 [Source:UniProtKB/TrEMBL;Acc:A0A178VP05]","GSTF9","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT2G30870",7978.52694263955,-0.524977760531511,0.157021111731155,-3.34335781184862,0.000827710992611806,0.0359585934255903,"ATGSTF10","P42761",817637,"Glutathione S-transferase F10 [Source:UniProtKB/Swiss-Prot;Acc:P42761]","GSTF10","UniProtKB Gene Name","p","nm2","267154_at",0.339268273529792,0.000636793643350111,NA,NA
"AT2G31150",532.228962397919,0.552814123381922,0.136301940981689,4.05580521744871,4.99618830999974e-05,0.00782072832830553,"","",817671,"ATP binding / ATPase [Source:UniProtKB/TrEMBL;Acc:F4IPY0]","","","p","nm2",NA,NA,NA,NA,NA
"AT2G31570",1334.93213416889,0.379572663749914,0.0923551024691477,4.10992629104293,3.95785431863395e-05,0.00676903028884145,"ATGPX2","O04922",817715,"Probable glutathione peroxidase 2 [Source:UniProtKB/Swiss-Prot;Acc:O04922]","GPX2","UniProtKB Gene Name","p","nm2","263426_at",0.684506909428259,1.19143503729861e-06,NA,NA
"AT2G32080",1620.27804356058,-0.419097488254963,0.0912121044300081,-4.59475736114123,4.33253105864464e-06,0.00190464717226483,"PUR ALPHA-1","Q9SKZ1",817768,"PUR ALPHA-1 [Source:UniProtKB/TrEMBL;Acc:A0A178VXA3]","PURA1","UniProtKB Gene Name","p","nm2","265677_at",0.213314105302662,0.0432548493727128,NA,NA
"AT2G32440",518.678137091972,0.464177822295751,0.127065142216874,3.65306971052295,0.000259123846061086,0.019440244358048,"KAO2","Q9C5Y2",817805,"Ent-kaurenoic acid oxidase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9C5Y2]","KAO2","UniProtKB Gene Name","p","nm2","266335_at",-0.596358253734488,0.000389984003596465,NA,NA
"AT2G32530",229.029833423081,0.915965940665342,0.204304236134132,4.48334287138315,7.34827159833237e-06,0.00272458277027836,"ATCSLB03","Q8RX83",817814,"Cellulose synthase-like protein B3 [Source:UniProtKB/Swiss-Prot;Acc:Q8RX83]","CSLB3","UniProtKB Gene Name","p","nm2","267115_s_at",-0.656368733050357,0.000144660704212369,NA,NA
"AT2G33040",5246.61140906677,-0.361619420554624,0.105046777305811,-3.4424608715209,0.000576447250682646,0.0301630514656067,"ATP3","Q96250",817866,"ATP synthase subunit gamma, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q96250]","ATPC","UniProtKB Gene Name","p","nm2","267600_at",0.162571738508757,0.0453150256869963,NA,NA
"AT2G34585",953.110868362463,-0.560477607058716,0.146048103397991,-3.83762331737632,0.000124230851904087,0.0121645780247403,"","",818023,"At2g34585 [Source:UniProtKB/TrEMBL;Acc:Q8S8R9]","","","p","nm2",NA,NA,NA,NA,NA
"AT2G35120",1243.08793171589,-0.531432125743572,0.132152359164696,-4.02135935448016,5.78632528773028e-05,0.00834993862419266,"","O82179",818078,"Glycine cleavage system H protein 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O82179]","GDH2","UniProtKB Gene Name","p","nm2","266517_at",0.354631685143504,0.00136072416196972,NA,NA
"AT2G35150",59.2595121611537,-0.922043897315556,0.219666759591783,-4.19746664916,2.69917391129855e-05,0.00557687687678624,"EXL1","O82176",818081,"EXL7 [Source:UniProtKB/TrEMBL;Acc:A0A178VYH7]","EXL7","UniProtKB Gene Name","p","nm2","266549_at",-0.497237122201561,0.00440433919747844,NA,NA
"AT2G35420",93.5199058587862,0.707088765226509,0.19303751348228,3.66296038770421,0.000249317105550662,0.0190294886637449,"","Q6NKR1",818108,"RING-H2 finger protein ATL28 [Source:UniProtKB/Swiss-Prot;Acc:Q6NKR1]","ATL28","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT2G35450",493.599642834026,0.468450705505567,0.138843329887248,3.37395181955077,0.00074097335600915,0.0349959115473483,"","",818110,"Catalytic/ hydrolase [Source:UniProtKB/TrEMBL;Acc:Q682E0]","","","p","nm2","266620_at",-0.946892731463055,6.48588590111408e-05,NA,NA
"AT2G35605",355.060197176581,-0.525572963669878,0.152654571895623,-3.44289042341448,0.000575532456813481,0.0301630514656067,"","",818127,"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q93W30]","","","p","nm2","266641_at",-0.222329081863295,0.0346020308781474,NA,NA
"AT2G36350",459.699744225819,-0.376987978711122,0.114693450570583,-3.28691810069068,0.00101290287439877,0.0395044173984368,"","Q9SJM3",818208,"Serine/threonine-protein kinase KIPK2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJM3]","KIPK2","UniProtKB Gene Name","p","nm2","263962_at",-0.393568330788501,0.0270266474563009,NA,NA
"AT2G36580",2013.24726830996,-0.423414462416386,0.0956190086852235,-4.4281411012141,9.50487161569851e-06,0.00296461145295515,"","",818231,"Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:A0A178VX82]","","","p","nm2","263922_s_at",0.537689146949294,0.000178414939072035,0.922,5.2e-05
"AT2G37250",1181.62335985021,-0.329719746427845,0.0874830067439312,-3.76895763760106,0.000163930704059549,0.0147481259404138,"ADK","Q9ZUU1",818302,"Adenylate kinase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUU1]","ADK","UniProtKB Gene Name","p","nm2","265958_at",0.22089351256621,0.0379103600924921,NA,NA
"AT2G37450",500.816749564564,0.670495536436661,0.144737394420789,4.6324969377807,3.61281681070555e-06,0.00185367609195951,"","",818322,"WAT1-related protein [Source:UniProtKB/TrEMBL;Acc:A0A178W1D2]","","","p","nm2","265967_at",-1.24549770761566,5.91571909456931e-07,NA,NA
"AT2G37520",309.12614408221,0.562559630129005,0.171830178284729,3.2739279895108,0.0010606363653218,0.0403390913701888,"","",818328,"Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4IQY0]","","","p","nm2",NA,NA,NA,NA,NA
"AT2G38330",674.453898495797,0.45931923469067,0.135578670649497,3.38784288480094,0.000704446046794095,0.0339734280165371,"","Q84K71",818413,"Protein DETOXIFICATION [Source:UniProtKB/TrEMBL;Acc:A0A178VTF1]","DTX44","UniProtKB Gene Name","p","nm2","267027_at",-0.890352050156036,1.92001735904982e-05,NA,NA
"AT2G38360",571.684680176576,-0.65544864362645,0.131735517426965,-4.97548919553784,6.50830647743508e-07,0.000601838536930535,"PRA1.B4","O80915",818416,"PRA1 family protein B4 [Source:UniProtKB/Swiss-Prot;Acc:O80915]","PRA1B4","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT2G38390",721.023851885803,-0.961997540252235,0.220026641091888,-4.37218663830114,1.23008298333673e-05,0.00349551735157119,"","O80912",818420,"Peroxidase 23 [Source:UniProtKB/Swiss-Prot;Acc:O80912]","PER23","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT2G38700",1475.83209760897,-0.336650755518907,0.0925323860889274,-3.63819382324554,0.000274556773264039,0.0198099146834378,"MVD1","O23722",818452,"Diphosphomevalonate decarboxylase [Source:UniProtKB/TrEMBL;Acc:A0A178VRG6]","MVD1","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT2G38940",804.350588541789,-0.749434127561973,0.228092216033856,-3.28566288053747,0.00101742699381204,0.0395044173984368,"ATPT2","Q96303",818479,"PHT1 [Source:UniProtKB/TrEMBL;Acc:A0A178VRB1]","PHT1-4","UniProtKB Gene Name","p","nm2","266184_s_at",0.987710710116906,6.12089551129588e-06,NA,NA
"AT2G39040",68.0272620269657,-1.12235938679506,0.318544604892812,-3.52339788386221,0.000426051238349124,0.0255614773860683,"","Q9ZV04",818490,"Peroxidase 24 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV04]","PER24","UniProtKB Gene Name","p","nm2","266191_at",-0.643414519544416,0.000174084184062993,NA,NA
"AT2G39580",919.548137610025,0.470121708769352,0.128721412387102,3.6522416904156,0.000259961039274423,0.019440244358048,"","",818543,"CONTAINS InterPro DOMAIN/s: Putative zinc-finger domain (InterPro:IPR019607); Ha. [Source:TAIR;Acc:AT2G39580]","","","p","nm2",NA,NA,NA,NA,NA
"AT2G39681",85.3419260828046,0.937624462216702,0.228300732508271,4.10697088842119,4.00881731850467e-05,0.00679329033854126,NA,NA,NA,NA,NA,NA,"p","nm2",NA,NA,NA,NA,NA
"AT2G39770",2504.42443476641,-0.416382350246978,0.11734326298842,-3.54841291815849,0.000387560127790684,0.0245566343541734,"CYT1","O22287",818562,"VTC1 [Source:UniProtKB/TrEMBL;Acc:A0A178VW16]","CYT1","UniProtKB Gene Name","p","nm2","245060_at",0.440437766123739,0.000180291485669427,NA,NA
"AT2G41780",164.755854664981,-0.631153302305906,0.177532284275293,-3.55514663083589,0.00037776835286832,0.024144495660314,"","",818777,"At2g41780 [Source:UniProtKB/TrEMBL;Acc:O22942]","","","p","nm2","260555_at",0.686796444442518,0.00103313962745796,NA,NA
"AT2G41800",219.41633812074,-0.87731680045374,0.258294118226885,-3.39658063635466,0.000682334500387597,0.0333423295149717,"","",818779,"At2g41800/T11A7.10 [Source:UniProtKB/TrEMBL;Acc:O22940]","","","p","nm2",NA,NA,NA,NA,NA
"AT2G42310",1073.23264062923,-0.405627517622372,0.124305560004892,-3.26314862831888,0.0011018171918963,0.0410315833699932,"","",818832,"ESSS subunit of NADH:ubiquinone oxidoreductase (Complex I) protein [Source:UniProtKB/TrEMBL;Acc:Q9SLC8]","","","p","nm2","265883_at",0.335785191280684,0.00202372166710795,NA,NA
"AT2G43150",16660.2115970363,-0.580084224415352,0.177277955441674,-3.27217348017197,0.00106724068449073,0.0403390913701888,"","",818917,"Proline-rich extensin-like family protein [Source:UniProtKB/TrEMBL;Acc:Q9ZW80]","","","p","nm2","266444_at",-0.304737568671993,0.0491024091422269,NA,NA
"AT2G43535",2522.54226107146,-1.4072409593309,0.383518169851646,-3.66929410378459,0.000243221138874348,0.0189558550892324,"","Q8RYE7",818955,"Defensin-like protein 196 [Source:UniProtKB/Swiss-Prot;Acc:Q8RYE7]","ATTI4","UniProtKB Gene Name","p","nm2","260549_at",-2.29164568706378,1.29729376184343e-09,NA,NA
"AT2G44798",61.513545700261,0.79239827294655,0.226608714202137,3.49676876168021,0.000470929850843042,0.0270018437763783,NA,NA,NA,NA,NA,NA,"p","nm2",NA,NA,NA,NA,NA
"AT2G44800",57.8574413206411,0.802726401569072,0.234816915231944,3.41852034286442,0.000629626110418583,0.0312421769787953,"","",819089,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IV21]","","","p","nm2",NA,NA,NA,NA,NA
"AT2G45050",428.86017311066,-0.564293398714514,0.141117009573188,-3.99876244841945,6.36745484128366e-05,0.00852269988212685,"GATA2","O49741",819112,"GATA transcription factor 2 [Source:UniProtKB/Swiss-Prot;Acc:O49741]","GATA2","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT2G45660",395.190898168856,0.522371782366434,0.137077139794341,3.81078700029893,0.000138525086162522,0.0130545758495304,"AGL20","O64645",819174,"SOC1 [Source:UniProtKB/TrEMBL;Acc:A0A178VZL4]","SOC1","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT2G46140",424.342390737485,-0.725899045516896,0.183700665723448,-3.95153192645311,7.76525100831638e-05,0.00970076584204306,"","O82355",819221,"Desiccation-related protein At2g46140 [Source:UniProtKB/Swiss-Prot;Acc:O82355]","","","p","nm2","266581_at",0.517732745903128,0.00600136328217153,NA,NA
"AT2G46630",513.827152955504,-0.68273885899293,0.181246257681351,-3.7669128605858,0.000165278656795282,0.0147481259404138,"","",3768746,"Putative extensin [Source:UniProtKB/TrEMBL;Acc:Q9ZNU3]","","","p","nm2","266325_at",0.397857365231899,0.00647629320977013,NA,NA
"AT2G46830",777.517647616206,0.38949178045191,0.106727337305068,3.64940970408164,0.000262843609283773,0.0195447149941634,"CCA1","P92973",819296,"Protein CCA1 [Source:UniProtKB/Swiss-Prot;Acc:P92973]","CCA1","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT2G46860",70.643610008452,-1.09910455618902,0.333393485740614,-3.29671875185992,0.000978214040508742,0.0388855202807947,"AtPPa3","O82793",819299,"PPa3 [Source:UniProtKB/TrEMBL;Acc:A0A178VZ15]","PPA3","UniProtKB Gene Name","p","nm2","266765_at",0.785579465256035,0.00821026659951642,NA,NA
"AT2G47530",93.4428812648656,-0.89797785060279,0.274210153221061,-3.27477972662399,0.00105744391012828,0.0403390913701888,"","",819366,"Pollen Ole e 1 allergen and extensin family protein [Source:UniProtKB/TrEMBL;Acc:O22258]","","","p","nm2",NA,NA,NA,NA,NA
"AT2G47730",13099.6571051094,-0.574521702047808,0.151331268923123,-3.79645070140573,0.000146782535793408,0.0136930314072729,"ATGSTF8","Q96266",819386,"Glutathione S-transferase F8, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q96266]","GSTF8","UniProtKB Gene Name","p","nm2","266461_at",0.294278365000598,0.000952771447621297,1.1,0.00086
"AT3G01210",283.323016279958,0.501538437044768,0.140414351249179,3.57184598712947,0.0003544738581838,0.0231359951749575,"","",821275,"RNA-binding (RRM/RBD/RNP motifs) family protein [Source:UniProtKB/TrEMBL;Acc:Q9MAD0]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G01260",110.691068768301,1.34049935251358,0.290310521768205,4.61746733927847,3.88451795034597e-06,0.00190464717226483,"","",821171,"Galactose mutarotase-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4J5Z7]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G01950",327.258514969248,-0.661839595180829,0.15386638197994,-4.30139180933698,1.69728640294019e-05,0.0042945996094121,"","",821067,"At3g01950 [Source:UniProtKB/TrEMBL;Acc:Q9S721]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G02030",2722.81735491868,-1.33469802467109,0.236299316010209,-5.64833638626964,1.62007936212071e-08,4.63339476567733e-05,"","",821242,"Transferase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSS3]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G02040",3942.28739698029,-1.45300767089549,0.365560670442229,-3.97473740579845,7.04569505369296e-05,0.00910077156201138,"SRG3","Q9SGA2",821175,"Glycerophosphodiester phosphodiesterase GDPD1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SGA2]","GDPD1","UniProtKB Gene Name","p","nm2","258856_at",-0.758406398694714,6.66504255791554e-05,NA,NA
"AT3G02230",2922.57254673837,-0.400018242447948,0.118820410285708,-3.36657853214015,0.000761069086375098,0.0354992603394809,"RGP1","Q9SRT9",821233,"RGP1 [Source:UniProtKB/TrEMBL;Acc:A0A178VK37]","RGP1","UniProtKB Gene Name","p","nm2","259077_s_at",0.197060361617658,0.0220572012208783,NA,NA
"AT3G02360",2093.94676235425,-0.35717288948754,0.0862261843639347,-4.14227873032188,3.43872070285613e-05,0.00622711863749565,"","Q9FWA3",821163,"6-phosphogluconate dehydrogenase, decarboxylating [Source:UniProtKB/TrEMBL;Acc:A0A178VK18]","PGD2","UniProtKB Gene Name","p","nm2","256328_at",0.695684964368537,5.881905857801e-06,NA,NA
"AT3G02380",745.433181701318,0.55652528350878,0.131633272612819,4.22784659578981,2.35938559307217e-05,0.00508602874621938,"COL2","Q96502",821298,"Zinc finger protein CONSTANS-LIKE 2 [Source:UniProtKB/Swiss-Prot;Acc:Q96502]","COL2","UniProtKB Gene Name","p","nm2","258497_at",-0.342195317461871,0.00865935746450743,NA,NA
"AT3G03040",414.884262419627,0.487937808429349,0.127144850673994,3.83765292768677,0.000124215877334917,0.0121645780247403,"","Q9LDJ9",821150,"F-box protein At3g03040 [Source:UniProtKB/Swiss-Prot;Acc:Q9LDJ9]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G03150",3051.1335004093,-0.446704889322474,0.140318270691783,-3.18351193412072,0.00145500115323337,0.0492040009890664,"","",821070,"At3g03150 [Source:UniProtKB/TrEMBL;Acc:Q84VW1]","","","p","nm2","258845_at",-0.354514648878617,0.00662915756134431,NA,NA
"AT3G03250",2452.45108326237,-0.422314012810931,0.107479736455237,-3.92924309957546,8.52136596442135e-05,0.0101547194018598,"UGP","",821313,"UTP--glucose-1-phosphate uridylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LT02]","UGP","TAIR Gene Name","p","nm2","258849_at",0.699307201155475,6.40473358371532e-06,NA,NA
"AT3G03790",1152.45066948444,-0.723252259162119,0.211505269572047,-3.41954723220619,0.000627254420962155,0.0312421769787953,"","",821145,"Ankyrin repeat family protein / regulator of chromosome condensation (RCC1) family protein [Source:UniProtKB/TrEMBL;Acc:F4J2C4]","","","p","nm2","259334_at",0.501729400053867,0.00228478235092338,NA,NA
"AT3G04640",116.560384771801,-0.947186866793735,0.197674777746682,-4.79164250285661,1.65421464191731e-06,0.00128554041547193,"","",819622,"At3g04640 [Source:UniProtKB/TrEMBL;Acc:Q9SR10]","","","p","nm2","258792_at",0.657547297843303,0.000163156993306725,NA,NA
"AT3G05020",1136.59048108911,-0.357536868458363,0.0952654904206235,-3.75305755399714,0.000174690727031315,0.0152963440371028,"ACP1","P11829",819664,"Acyl carrier protein [Source:UniProtKB/TrEMBL;Acc:Q0WT41]","ACP1","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT3G05220",2384.79149724982,-0.540166366743711,0.146672232806925,-3.68281273426013,0.000230674615452706,0.0182866558885276,"","Q0WV37",819686,"Heavy metal-associated isoprenylated plant protein 34 [Source:UniProtKB/Swiss-Prot;Acc:Q0WV37]","HIPP34","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT3G06050",1787.71563042983,-0.443745158466188,0.13234798850992,-3.35286666206436,0.000799792268420361,0.0356774337176783,"PRXIIF","",819778,"PRXIIF [Source:UniProtKB/TrEMBL;Acc:A0A178VBA5]","PRXIIF","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT3G07030",677.48973621004,-0.489171313587556,0.127483020255849,-3.83714876385753,0.000124471076101777,0.0121645780247403,"","",3768790,"Alba DNA/RNA-binding protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSC0]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G07320",768.729438934847,-0.455881396816955,0.114918106817517,-3.9670110258679,7.2779626791197e-05,0.00927112059627724,"","",819920,"O-Glycosyl hydrolases family 17 protein [Source:UniProtKB/TrEMBL;Acc:Q9SRT4]","","","p","nm2","259014_at",-0.517265881540022,0.000506354985876696,NA,NA
"AT3G07350",694.357506003109,-1.02143980498979,0.123816216091332,-8.24964481418437,1.58865989750784e-16,2.93441369668672e-12,"","",819923,"F21O3.6 protein [Source:UniProtKB/TrEMBL;Acc:Q9SRT1]","","","p","nm2","259015_at",-1.05783127778072,1.09779090852885e-05,NA,NA
"AT3G07720",629.836127019276,-0.560922055382633,0.130368181158923,-4.30259937966651,1.68805913988707e-05,0.0042945996094121,"","",819963,"AT3g07720/F17A17_6 [Source:UniProtKB/TrEMBL;Acc:Q9S7W4]","","","p","nm2","259228_at",0.52926641469993,0.00025797609659634,1.564,9.2e-05
"AT3G08630",331.501223574272,-0.494641581999335,0.123414582901571,-4.00796705194745,6.12436617942087e-05,0.00838852893344394,"","Q9C9Z3",820010,"Protein RETICULATA-RELATED 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C9Z3]","RER2","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT3G08670",760.626625864869,-0.559420476342904,0.12871434846856,-4.34621689810711,1.38505614199111e-05,0.00376511274683054,"","",820014,"At3g08670 [Source:UniProtKB/TrEMBL;Acc:Q9C9Y9]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G09030",263.953970630941,-0.426079497965159,0.126290970949968,-3.37379224152102,0.000741403014512754,0.0349959115473483,"","Q9S7R7",820055,"BTB/POZ domain-containing protein At3g09030 [Source:UniProtKB/Swiss-Prot;Acc:Q9S7R7]","","","p","nm2","259205_at",0.298177691772979,0.0269188801937602,NA,NA
"AT3G09070",367.362661154961,-0.618431674934265,0.122556374345494,-5.04609962751402,4.50920343397214e-07,0.000520559353930621,"","Q9SS80",820060,"UPF0503 protein At3g09070, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SS80]","OPS","UniProtKB Gene Name","p","nm2","259200_at",-0.479437588003031,0.00229515546345831,NA,NA
"AT3G09160",128.012267855937,0.711551788111584,0.215849769565361,3.29651400390363,0.000978927341809839,0.0388855202807947,"","",820071,"RNA-binding (RRM/RBD/RNP motifs) family protein [Source:UniProtKB/TrEMBL;Acc:F4IZU8]","","","p","nm2","259209_at",-0.567702367744127,0.000316228413444729,NA,NA
"AT3G09810",520.056356745065,-0.379910782492304,0.10429402825475,-3.64268969997331,0.000269804006952708,0.0196712262542987,"IDH-VI","Q8LG77",820139,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A178V9M1]","IDH6","UniProtKB Gene Name","p","nm2","258655_at",0.430645165281674,0.000445479139565339,NA,NA
"AT3G10420",1790.34309352146,-0.576314109606867,0.134745714846387,-4.27704962836019,1.89386593485131e-05,0.00460284180034717,"SPD1","",820206,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4J3R7]","SPD1","TAIR Gene Name","p","nm2","258925_at",2.17634657409997,9.3131828426984e-10,NA,NA
"AT3G11330",574.503494813633,-0.31861937321811,0.0983757044118957,-3.23880144109629,0.00120033105126972,0.0436273352234232,"PIRL9","Q8VYG9",820306,"Plant intracellular Ras-group-related LRR protein 9 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYG9]","PIRL9","UniProtKB Gene Name","p","nm2","256251_at",0.61307741462,4.81969493307235e-05,NA,NA
"AT3G12685",216.356725177489,0.534640201531752,0.149036908157571,3.58730067700076,0.000334118964125286,0.0226948254246808,"","",820449,"Acid phosphatase/vanadium-dependent haloperoxidase-related protein [Source:UniProtKB/TrEMBL;Acc:Q93ZZ7]","","","p","nm2","257706_at",-1.45218536294455,1.85403204340645e-07,NA,NA
"AT3G13110",1632.4885285093,-0.649744242621831,0.0997320521276408,-6.51489895936628,7.27386041092849e-11,4.47851585500867e-07,"ATSERAT2;2","Q39218",820499,"Serine acetyltransferase 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q39218]","SAT3","UniProtKB Gene Name","p","nm2","257194_at",0.655191285183008,2.38750673444891e-05,0.704,0.001
"AT3G13520",2254.90914926408,-0.354626162186429,0.103531951400257,-3.42528231517085,0.00061416087566679,0.0312421769787953,"AGP12","Q9LJD9",820554,"Arabinogalactan protein 12 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJD9]","AGP12","UniProtKB Gene Name","p","nm2","256964_at",1.01300331376936,2.57942507276348e-07,NA,NA
"AT3G13650",162.987254741075,-0.827004799689706,0.229834198952746,-3.59826693963738,0.00032034473523818,0.0220786850917329,"","Q9LID5",820569,"Dirigent protein 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9LID5]","DIR7","UniProtKB Gene Name","p","nm2","256781_at",1.0136311649871,1.57720101428621e-05,1.166,7e-04
"AT3G13740",749.772795436737,0.483895156131971,0.1107683968349,4.36853082610931,1.25085163566049e-05,0.00350067887307347,"","",820583,"Ribonuclease III family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LL75]","","","p","nm2","256786_at",-1.41477507775425,1.48533219057589e-07,NA,NA
